date,year,short,teamnum
2010-12-29,2010,NYI,35
2010-12-29,2010,OTT,38
2010-12-29,2010,PHX,36
2010-12-29,2010,DET,37
2010-12-29,2010,SJS,37
2010-12-29,2010,NYR,38
2010-12-29,2010,PIT,39
2010-12-29,2010,CAR,36
2010-12-29,2010,LAK,36
2010-12-30,2010,ATL,40
2010-12-30,2010,CHI,39
2010-12-30,2010,EDM,36
2010-12-30,2010,LAK,37
2010-12-30,2010,TBL,38
2010-12-30,2010,TOR,36
2010-12-30,2010,BOS,36
2010-12-30,2010,SJS,38
2010-12-30,2010,COL,37
2010-12-30,2010,PHI,37
2010-12-30,2010,MTL,38
2010-12-30,2010,CBJ,37
2010-12-31,2010,ANA,41
2010-12-31,2010,CBJ,38
2010-12-31,2010,CGY,38
2010-12-31,2010,DAL,39
2010-12-31,2010,DET,38
2010-12-31,2010,FLA,35
2010-12-31,2010,MIN,37
2010-12-31,2010,NJD,37
2010-12-31,2010,STL,37
2010-12-31,2010,PHI,38
2010-12-31,2010,OTT,39
2010-12-31,2010,COL,38
2010-12-31,2010,VAN,36
2010-12-31,2010,NYI,36
2010-12-31,2010,MTL,39
2010-12-31,2010,NSH,37
2010-12-31,2010,ATL,41
2010-12-31,2010,PHX,37
2011-01-01,2010,BUF,38
2011-01-01,2010,CAR,37
2011-01-01,2010,EDM,37
2011-01-01,2010,LAK,38
2011-01-01,2010,OTT,40
2011-01-01,2010,PIT,40
2011-01-01,2010,TBL,39
2011-01-01,2010,BOS,37
2011-01-01,2010,NJD,38
2011-01-01,2010,CGY,39
2011-01-01,2010,SJS,39
2011-01-01,2010,TOR,37
2011-01-01,2010,WSH,40
2011-01-01,2010,NYR,39
2011-01-02,2010,ANA,42
2011-01-02,2010,COL,39
2011-01-02,2010,DET,39
2011-01-02,2010,FLA,36
2011-01-02,2010,MIN,38
2011-01-02,2010,MTL,40
2011-01-02,2010,NSH,38
2011-01-02,2010,STL,38
2011-01-02,2010,CHI,40
2011-01-02,2010,VAN,37
2011-01-02,2010,PHI,39
2011-01-02,2010,NYR,40
2011-01-02,2010,PHX,38
2011-01-02,2010,ATL,42
2011-01-02,2010,CBJ,39
2011-01-02,2010,DAL,40
2011-01-03,2010,CAR,38
2011-01-03,2010,CGY,40
2011-01-03,2010,LAK,39
2011-01-03,2010,SJS,40
2011-01-03,2010,TOR,38
2011-01-03,2010,FLA,37
2011-01-03,2010,NYI,37
2011-01-03,2010,CHI,41
2011-01-03,2010,VAN,38
2011-01-03,2010,BOS,38
2011-01-04,2010,COL,40
2011-01-04,2010,EDM,38
2011-01-04,2010,NJD,39
2011-01-04,2010,PHX,39
2011-01-04,2010,WSH,41
2011-01-04,2010,BUF,39
2011-01-04,2010,DET,40
2011-01-04,2010,MIN,39
2011-01-04,2010,CBJ,40
2011-01-04,2010,TBL,40
2011-01-05,2010,ANA,43
2011-01-05,2010,CHI,42
2011-01-05,2010,FLA,38
2011-01-05,2010,NYR,41
2011-01-05,2010,PIT,41
2011-01-05,2010,VAN,39
2011-01-05,2010,NSH,39
2011-01-05,2010,DAL,41
2011-01-05,2010,ATL,43
2011-01-05,2010,CAR,39
2011-01-05,2010,TBL,41
2011-01-05,2010,CGY,41
2011-01-06,2010,BOS,39
2011-01-06,2010,COL,41
2011-01-06,2010,EDM,39
2011-01-06,2010,LAK,40
2011-01-06,2010,MTL,41
2011-01-06,2010,NJD,40
2011-01-06,2010,SJS,41
2011-01-06,2010,TOR,39
2011-01-06,2010,MIN,40
2011-01-06,2010,PHX,40
2011-01-06,2010,NYI,38
2011-01-06,2010,NSH,40
2011-01-06,2010,PIT,42
2011-01-06,2010,PHI,40
2011-01-06,2010,BUF,40
2011-01-06,2010,STL,39
2011-01-07,2010,ANA,44
2011-01-07,2010,ATL,44
2011-01-07,2010,CGY,42
2011-01-07,2010,CHI,43
2011-01-07,2010,DAL,42
2011-01-07,2010,FLA,39
2011-01-07,2010,VAN,40
2011-01-07,2010,CBJ,41
2011-01-07,2010,TOR,40
2011-01-07,2010,DET,41
2011-01-07,2010,OTT,41
2011-01-07,2010,NYR,42
2011-01-07,2010,CAR,40
2011-01-07,2010,EDM,40
2011-01-08,2010,COL,42
2011-01-08,2010,LAK,41
2011-01-08,2010,MTL,42
2011-01-08,2010,OTT,42
2011-01-08,2010,PHI,41
2011-01-08,2010,PHX,41
2011-01-08,2010,PIT,43
2011-01-08,2010,SJS,42
2011-01-08,2010,STL,40
2011-01-08,2010,VAN,41
2011-01-08,2010,WSH,42
2011-01-08,2010,NYI,39
2011-01-08,2010,CBJ,42
2011-01-08,2010,BOS,40
2011-01-08,2010,TBL,42
2011-01-08,2010,NJD,41
2011-01-08,2010,BUF,41
2011-01-08,2010,MIN,41
2011-01-08,2010,NSH,41
2011-01-08,2010,NYR,43
2011-01-08,2010,DET,42
2011-01-08,2010,FLA,40
2011-01-09,2010,ANA,45
2011-01-09,2010,CAR,41
2011-01-09,2010,CHI,44
2011-01-09,2010,MIN,42
2011-01-09,2010,NJD,42
2011-01-09,2010,SJS,43
2011-01-09,2010,ATL,45
2011-01-09,2010,NYI,40
2011-01-09,2010,DAL,43
2011-01-09,2010,TBL,43
2011-01-10,2010,COL,43
2011-01-10,2010,LAK,42
2011-01-10,2010,PIT,44
2011-01-10,2010,STL,41
2011-01-10,2010,DET,43
2011-01-10,2010,TOR,41
2011-01-10,2010,BOS,41
2011-01-10,2010,PHX,42
2011-01-11,2010,BOS,42
2011-01-11,2010,BUF,42
2011-01-11,2010,CAR,42
2011-01-11,2010,CBJ,43
2011-01-11,2010,DAL,44
2011-01-11,2010,FLA,41
2011-01-11,2010,NSH,42
2011-01-11,2010,NYI,41
2011-01-11,2010,NYR,44
2011-01-11,2010,SJS,44
2011-01-11,2010,OTT,43
2011-01-11,2010,PHI,42
2011-01-11,2010,CGY,43
2011-01-11,2010,PHX,43
2011-01-11,2010,EDM,41
2011-01-11,2010,WSH,43
2011-01-11,2010,MIN,43
2011-01-11,2010,VAN,42
2011-01-11,2010,MTL,43
2011-01-11,2010,TOR,42
2011-01-12,2010,ANA,46
2011-01-12,2010,CHI,45
2011-01-12,2010,MTL,44
2011-01-12,2010,TBL,44
2011-01-12,2010,STL,42
2011-01-12,2010,COL,44
2011-01-12,2010,PIT,45
2011-01-12,2010,WSH,44
2011-01-13,2010,BOS,43
2011-01-13,2010,BUF,43
2011-01-13,2010,FLA,42
2011-01-13,2010,LAK,43
2011-01-13,2010,NYI,42
2011-01-13,2010,NYR,45
2011-01-13,2010,PHX,44
2011-01-13,2010,SJS,45
2011-01-13,2010,PHI,43
2011-01-13,2010,CAR,43
2011-01-13,2010,NSH,43
2011-01-13,2010,STL,43
2011-01-13,2010,OTT,44
2011-01-13,2010,VAN,43
2011-01-13,2010,TOR,43
2011-01-13,2010,EDM,42
2011-01-14,2010,ATL,46
2011-01-14,2010,CBJ,44
2011-01-14,2010,MIN,44
2011-01-14,2010,OTT,45
2011-01-14,2010,TBL,45
2011-01-14,2010,WSH,45
2011-01-14,2010,PHI,44
2011-01-14,2010,DET,44
2011-01-14,2010,COL,45
2011-01-14,2010,CGY,44
2011-01-14,2010,NJD,43
2011-01-14,2010,VAN,44
2011-01-15,2010,BOS,44
2011-01-15,2010,CAR,44
2011-01-15,2010,DAL,45
2011-01-15,2010,DET,45
2011-01-15,2010,FLA,43
2011-01-15,2010,LAK,44
2011-01-15,2010,MTL,45
2011-01-15,2010,NSH,44
2011-01-15,2010,NYI,43
2011-01-15,2010,PHX,45
2011-01-15,2010,SJS,46
2011-01-15,2010,TOR,44
2011-01-15,2010,PIT,46
2011-01-15,2010,TBL,46
2011-01-15,2010,ATL,47
2011-01-15,2010,CBJ,45
2011-01-15,2010,NJD,44
2011-01-15,2010,EDM,43
2011-01-15,2010,NYR,46
2011-01-15,2010,CHI,46
2011-01-15,2010,BUF,44
2011-01-15,2010,ANA,47
2011-01-15,2010,STL,44
2011-01-15,2010,CGY,45
2011-01-16,2010,ANA,48
2011-01-16,2010,CHI,47
2011-01-16,2010,MIN,45
2011-01-16,2010,NYR,47
2011-01-16,2010,WSH,46
2011-01-16,2010,EDM,44
2011-01-16,2010,NSH,45
2011-01-16,2010,VAN,45
2011-01-16,2010,PHI,45
2011-01-16,2010,OTT,46
2011-01-17,2010,BOS,45
2011-01-17,2010,DAL,46
2011-01-17,2010,FLA,44
2011-01-17,2010,MTL,46
2011-01-17,2010,NYI,44
2011-01-17,2010,PHX,46
2011-01-17,2010,CAR,45
2011-01-17,2010,LAK,45
2011-01-17,2010,ATL,48
2011-01-17,2010,CGY,46
2011-01-17,2010,NJD,45
2011-01-17,2010,SJS,47
2011-01-18,2010,BUF,45
2011-01-18,2010,CAR,46
2011-01-18,2010,COL,46
2011-01-18,2010,EDM,45
2011-01-18,2010,OTT,47
2011-01-18,2010,PHI,46
2011-01-18,2010,PHX,47
2011-01-18,2010,PIT,47
2011-01-18,2010,STL,45
2011-01-18,2010,TBL,47
2011-01-18,2010,MTL,47
2011-01-18,2010,BOS,46
2011-01-18,2010,VAN,46
2011-01-18,2010,MIN,46
2011-01-18,2010,ANA,49
2011-01-18,2010,WSH,47
2011-01-18,2010,NSH,46
2011-01-18,2010,DET,46
2011-01-18,2010,LAK,46
2011-01-18,2010,CBJ,46
2011-01-19,2010,CGY,47
2011-01-19,2010,FLA,45
2011-01-19,2010,NYR,48
2011-01-19,2010,MIN,47
2011-01-19,2010,CBJ,47
2011-01-19,2010,TOR,45
2011-01-20,2010,ATL,49
2011-01-20,2010,BOS,47
2011-01-20,2010,CAR,47
2011-01-20,2010,COL,47
2011-01-20,2010,EDM,46
2011-01-20,2010,LAK,47
2011-01-20,2010,NJD,46
2011-01-20,2010,NYI,45
2011-01-20,2010,PHI,47
2011-01-20,2010,STL,46
2011-01-20,2010,TOR,46
2011-01-20,2010,VAN,47
2011-01-20,2010,TBL,48
2011-01-20,2010,BUF,46
2011-01-20,2010,NYR,49
2011-01-20,2010,NSH,47
2011-01-20,2010,DAL,47
2011-01-20,2010,PHX,48
2011-01-20,2010,PIT,48
2011-01-20,2010,WSH,48
2011-01-20,2010,OTT,48
2011-01-20,2010,DET,47
2011-01-20,2010,ANA,50
2011-01-20,2010,SJS,48
2011-01-21,2010,BUF,47
2011-01-21,2010,CGY,48
2011-01-21,2010,FLA,46
2011-01-21,2010,OTT,49
2011-01-21,2010,NYI,46
2011-01-21,2010,DAL,48
2011-01-21,2010,TBL,49
2011-01-21,2010,MTL,48
2011-01-22,2010,ATL,50
2011-01-22,2010,COL,48
2011-01-22,2010,DET,48
2011-01-22,2010,MTL,49
2011-01-22,2010,PHI,48
2011-01-22,2010,PHX,49
2011-01-22,2010,PIT,49
2011-01-22,2010,SJS,49
2011-01-22,2010,STL,47
2011-01-22,2010,TOR,47
2011-01-22,2010,VAN,48
2011-01-22,2010,NYR,50
2011-01-22,2010,BOS,48
2011-01-22,2010,CHI,48
2011-01-22,2010,ANA,51
2011-01-22,2010,NJD,47
2011-01-22,2010,LAK,48
2011-01-22,2010,CAR,48
2011-01-22,2010,MIN,48
2011-01-22,2010,CBJ,48
2011-01-22,2010,WSH,49
2011-01-22,2010,CGY,49
2011-01-23,2010,CHI,49
2011-01-23,2010,EDM,47
2011-01-23,2010,NJD,48
2011-01-23,2010,NYI,47
2011-01-23,2010,TBL,50
2011-01-23,2010,PHI,49
2011-01-23,2010,NSH,48
2011-01-23,2010,FLA,47
2011-01-23,2010,BUF,48
2011-01-23,2010,ATL,51
2011-01-24,2010,CAR,49
2011-01-24,2010,CGY,50
2011-01-24,2010,COL,49
2011-01-24,2010,LAK,49
2011-01-24,2010,VAN,49
2011-01-24,2010,WSH,50
2011-01-24,2010,TOR,48
2011-01-24,2010,NSH,49
2011-01-24,2010,STL,48
2011-01-24,2010,BOS,49
2011-01-24,2010,DAL,49
2011-01-24,2010,NYR,51
2011-01-25,2010,CBJ,49
2011-01-25,2010,CHI,50
2011-01-25,2010,NYR,52
2011-01-25,2010,OTT,50
2011-01-25,2010,PHI,50
2011-01-25,2010,PHX,50
2011-01-25,2010,PIT,50
2011-01-25,2010,TBL,51
2011-01-25,2010,ANA,52
2011-01-25,2010,MIN,49
2011-01-25,2010,FLA,48
2011-01-25,2010,BUF,49
2011-01-25,2010,MTL,50
2011-01-25,2010,EDM,48
2011-01-25,2010,NYI,48
2011-01-25,2010,TOR,49
2011-01-26,2010,ATL,52
2011-01-26,2010,BOS,50
2011-01-26,2010,CGY,51
2011-01-26,2010,COL,50
2011-01-26,2010,DAL,50
2011-01-26,2010,DET,49
2011-01-26,2010,LAK,50
2011-01-26,2010,NYI,49
2011-01-26,2010,VAN,50
2011-01-26,2010,WSH,51
2011-01-26,2010,FLA,49
2011-01-26,2010,STL,49
2011-01-26,2010,PHX,51
2011-01-26,2010,EDM,49
2011-01-26,2010,NJD,49
2011-01-26,2010,SJS,50
2011-01-26,2010,CAR,50
2011-01-26,2010,NSH,50
2011-02-01,2010,ATL,53
2011-02-01,2010,CAR,51
2011-02-01,2010,CBJ,50
2011-02-01,2010,DAL,51
2011-02-01,2010,MIN,50
2011-02-01,2010,NJD,50
2011-02-01,2010,NSH,51
2011-02-01,2010,NYR,53
2011-02-01,2010,SJS,51
2011-02-01,2010,TBL,52
2011-02-01,2010,TOR,50
2011-02-01,2010,WSH,52
2011-02-01,2010,NYI,50
2011-02-01,2010,BOS,51
2011-02-01,2010,CHI,51
2011-02-01,2010,VAN,51
2011-02-01,2010,LAK,51
2011-02-01,2010,OTT,51
2011-02-01,2010,CGY,52
2011-02-01,2010,PIT,51
2011-02-01,2010,PHX,52
2011-02-01,2010,PHI,51
2011-02-01,2010,FLA,50
2011-02-01,2010,MTL,51
2011-02-02,2010,ANA,53
2011-02-02,2010,EDM,50
2011-02-02,2010,MTL,52
2011-02-02,2010,OTT,52
2011-02-02,2010,PHX,53
2011-02-02,2010,PIT,52
2011-02-02,2010,SJS,52
2011-02-02,2010,LAK,52
2011-02-02,2010,FLA,51
2011-02-02,2010,DET,50
2011-02-02,2010,VAN,52
2011-02-02,2010,NYI,51
2011-02-03,2010,ATL,54
2011-02-03,2010,BOS,52
2011-02-03,2010,COL,51
2011-02-03,2010,NYR,54
2011-02-03,2010,PHI,52
2011-02-03,2010,TOR,51
2011-02-03,2010,CGY,53
2011-02-03,2010,DAL,52
2011-02-03,2010,MIN,51
2011-02-03,2010,NJD,51
2011-02-03,2010,NSH,52
2011-02-03,2010,CAR,52
2011-02-04,2010,DET,51
2011-02-04,2010,NJD,52
2011-02-04,2010,PIT,53
2011-02-04,2010,STL,50
2011-02-04,2010,TBL,53
2011-02-04,2010,VAN,53
2011-02-04,2010,CBJ,51
2011-02-04,2010,FLA,52
2011-02-04,2010,BUF,50
2011-02-04,2010,EDM,51
2011-02-04,2010,WSH,53
2011-02-04,2010,CHI,52
2011-02-05,2010,BOS,53
2011-02-05,2010,BUF,51
2011-02-05,2010,CAR,53
2011-02-05,2010,CBJ,52
2011-02-05,2010,CGY,54
2011-02-05,2010,COL,52
2011-02-05,2010,MTL,53
2011-02-05,2010,NSH,53
2011-02-05,2010,NYI,52
2011-02-05,2010,PHI,53
2011-02-05,2010,PHX,54
2011-02-05,2010,SJS,53
2011-02-05,2010,TOR,52
2011-02-05,2010,ATL,55
2011-02-05,2010,EDM,52
2011-02-05,2010,LAK,53
2011-02-05,2010,ANA,54
2011-02-05,2010,NYR,55
2011-02-05,2010,DET,52
2011-02-05,2010,OTT,53
2011-02-05,2010,DAL,53
2011-02-05,2010,MIN,52
2011-02-06,2010,MTL,54
2011-02-06,2010,TBL,54
2011-02-06,2010,WSH,54
2011-02-06,2010,NJD,53
2011-02-06,2010,STL,51
2011-02-06,2010,PIT,54
2011-02-07,2010,CGY,55
2011-02-07,2010,DET,53
2011-02-07,2010,NSH,54
2011-02-07,2010,PHX,55
2011-02-07,2010,TOR,53
2011-02-07,2010,VAN,54
2011-02-07,2010,CHI,53
2011-02-07,2010,NYR,56
2011-02-07,2010,EDM,53
2011-02-07,2010,COL,53
2011-02-07,2010,ATL,56
2011-02-07,2010,OTT,54
2011-02-08,2010,FLA,53
2011-02-08,2010,NJD,54
2011-02-08,2010,NYI,53
2011-02-08,2010,PIT,55
2011-02-08,2010,TBL,55
2011-02-08,2010,WSH,55
2011-02-08,2010,STL,52
2011-02-08,2010,CAR,54
2011-02-08,2010,TOR,54
2011-02-08,2010,CBJ,53
2011-02-08,2010,BUF,52
2011-02-08,2010,SJS,54
2011-02-09,2010,BOS,54
2011-02-09,2010,CBJ,54
2011-02-09,2010,CGY,56
2011-02-09,2010,DAL,54
2011-02-09,2010,DET,54
2011-02-09,2010,EDM,54
2011-02-09,2010,MIN,53
2011-02-09,2010,VAN,55
2011-02-09,2010,MTL,55
2011-02-09,2010,SJS,55
2011-02-09,2010,OTT,55
2011-02-09,2010,PHX,56
2011-02-09,2010,NSH,55
2011-02-09,2010,CHI,54
2011-02-09,2010,COL,54
2011-02-09,2010,ANA,55
2011-02-10,2010,FLA,54
2011-02-10,2010,MTL,56
2011-02-10,2010,PHI,54
2011-02-10,2010,PIT,56
2011-02-10,2010,TOR,55
2011-02-10,2010,BUF,53
2011-02-10,2010,NYI,54
2011-02-10,2010,CAR,55
2011-02-10,2010,LAK,54
2011-02-10,2010,NJD,55
2011-02-11,2010,ATL,57
2011-02-11,2010,BOS,55
2011-02-11,2010,CBJ,55
2011-02-11,2010,CGY,57
2011-02-11,2010,DAL,55
2011-02-11,2010,NJD,56
2011-02-11,2010,NYI,55
2011-02-11,2010,STL,53
2011-02-11,2010,NYR,57
2011-02-11,2010,DET,55
2011-02-11,2010,COL,55
2011-02-11,2010,ANA,56
2011-02-11,2010,CHI,55
2011-02-11,2010,SJS,56
2011-02-11,2010,PIT,57
2011-02-11,2010,MIN,54
2011-02-12,2010,EDM,55
2011-02-12,2010,MIN,55
2011-02-12,2010,MTL,57
2011-02-12,2010,NSH,56
2011-02-12,2010,PHX,57
2011-02-12,2010,TBL,56
2011-02-12,2010,VAN,56
2011-02-12,2010,WSH,56
2011-02-12,2010,OTT,56
2011-02-12,2010,STL,54
2011-02-12,2010,TOR,56
2011-02-12,2010,COL,56
2011-02-12,2010,CHI,56
2011-02-12,2010,CAR,56
2011-02-12,2010,CGY,58
2011-02-12,2010,LAK,55
2011-02-13,2010,ATL,58
2011-02-13,2010,BUF,54
2011-02-13,2010,DAL,56
2011-02-13,2010,DET,56
2011-02-13,2010,EDM,56
2011-02-13,2010,FLA,55
2011-02-13,2010,NYR,58
2011-02-13,2010,PHI,55
2011-02-13,2010,CAR,57
2011-02-13,2010,NYI,56
2011-02-13,2010,CBJ,56
2011-02-13,2010,BOS,56
2011-02-13,2010,ANA,57
2011-02-13,2010,SJS,57
2011-02-13,2010,PIT,58
2011-02-13,2010,LAK,56
2011-02-14,2010,COL,57
2011-02-14,2010,PHX,58
2011-02-14,2010,STL,55
2011-02-14,2010,CGY,59
2011-02-14,2010,WSH,57
2011-02-14,2010,VAN,57
2011-02-15,2010,BOS,57
2011-02-15,2010,EDM,57
2011-02-15,2010,MIN,56
2011-02-15,2010,MTL,58
2011-02-15,2010,NSH,57
2011-02-15,2010,OTT,57
2011-02-15,2010,TBL,57
2011-02-15,2010,TOR,57
2011-02-15,2010,DAL,57
2011-02-15,2010,VAN,58
2011-02-15,2010,BUF,55
2011-02-15,2010,SJS,58
2011-02-15,2010,NYI,57
2011-02-15,2010,PHI,56
2011-02-16,2010,ANA,58
2011-02-16,2010,BUF,56
2011-02-16,2010,CBJ,57
2011-02-16,2010,CGY,60
2011-02-16,2010,CHI,57
2011-02-16,2010,COL,58
2011-02-16,2010,FLA,56
2011-02-16,2010,NJD,57
2011-02-16,2010,WSH,58
2011-02-16,2010,TOR,58
2011-02-16,2010,LAK,57
2011-02-16,2010,DAL,58
2011-02-16,2010,MIN,57
2011-02-16,2010,PIT,59
2011-02-16,2010,PHI,57
2011-02-16,2010,CAR,58
2011-02-17,2010,EDM,58
2011-02-17,2010,NSH,58
2011-02-17,2010,NYI,58
2011-02-17,2010,NYR,59
2011-02-17,2010,PHX,59
2011-02-17,2010,SJS,59
2011-02-17,2010,TBL,58
2011-02-17,2010,MTL,59
2011-02-17,2010,VAN,59
2011-02-17,2010,BOS,58
2011-02-17,2010,LAK,58
2011-02-17,2010,ATL,59
2011-02-17,2010,WSH,59
2011-02-17,2010,DET,57
2011-02-18,2010,BUF,57
2011-02-18,2010,CAR,59
2011-02-18,2010,CHI,58
2011-02-18,2010,FLA,57
2011-02-18,2010,MIN,58
2011-02-18,2010,NJD,58
2011-02-18,2010,OTT,58
2011-02-18,2010,STL,56
2011-02-18,2010,PHI,58
2011-02-18,2010,CBJ,58
2011-02-18,2010,DET,58
2011-02-18,2010,ANA,59
2011-02-18,2010,NYR,60
2011-02-18,2010,BOS,59
2011-02-19,2010,CAR,60
2011-02-19,2010,EDM,59
2011-02-19,2010,NSH,59
2011-02-19,2010,NYI,59
2011-02-19,2010,SJS,60
2011-02-19,2010,STL,57
2011-02-19,2010,TBL,59
2011-02-19,2010,TOR,59
2011-02-19,2010,VAN,60
2011-02-19,2010,NJD,59
2011-02-19,2010,ATL,60
2011-02-19,2010,PHX,60
2011-02-19,2010,LAK,59
2011-02-19,2010,COL,59
2011-02-19,2010,ANA,60
2011-02-19,2010,FLA,58
2011-02-19,2010,OTT,59
2011-02-19,2010,DAL,59
2011-02-20,2010,BUF,58
2011-02-20,2010,CGY,61
2011-02-20,2010,CHI,59
2011-02-20,2010,MIN,59
2011-02-20,2010,NYR,61
2011-02-20,2010,WSH,60
2011-02-20,2010,MTL,60
2011-02-20,2010,PIT,60
2011-02-20,2010,DET,59
2011-02-20,2010,PHI,59
2011-02-21,2010,NYI,60
2011-02-21,2010,PIT,61
2011-02-21,2010,STL,58
2011-02-21,2010,FLA,59
2011-02-21,2010,WSH,61
2011-02-21,2010,CHI,60
2011-02-22,2010,CAR,61
2011-02-22,2010,CBJ,59
2011-02-22,2010,CGY,62
2011-02-22,2010,DAL,60
2011-02-22,2010,DET,60
2011-02-22,2010,MIN,60
2011-02-22,2010,PHI,60
2011-02-22,2010,STL,59
2011-02-22,2010,TOR,60
2011-02-22,2010,VAN,61
2011-02-22,2010,NYR,62
2011-02-22,2010,NSH,60
2011-02-22,2010,BOS,60
2011-02-22,2010,NJD,60
2011-02-22,2010,SJS,61
2011-02-22,2010,EDM,60
2011-02-22,2010,PHX,61
2011-02-22,2010,COL,60
2011-02-22,2010,NYI,61
2011-02-22,2010,MTL,61
2011-02-23,2010,ANA,61
2011-02-23,2010,BUF,59
2011-02-23,2010,COL,61
2011-02-23,2010,OTT,60
2011-02-23,2010,PIT,62
2011-02-23,2010,TBL,60
2011-02-23,2010,LAK,60
2011-02-23,2010,ATL,61
2011-02-23,2010,EDM,61
2011-02-23,2010,FLA,60
2011-02-23,2010,SJS,62
2011-02-23,2010,PHX,62
2011-02-24,2010,DET,61
2011-02-24,2010,LAK,61
2011-02-24,2010,MTL,62
2011-02-24,2010,NSH,61
2011-02-24,2010,PHI,61
2011-02-24,2010,VAN,62
2011-02-24,2010,DAL,61
2011-02-24,2010,MIN,61
2011-02-24,2010,TOR,61
2011-02-24,2010,CHI,61
2011-02-24,2010,NYI,62
2011-02-24,2010,STL,60
2011-02-25,2010,ANA,62
2011-02-25,2010,ATL,62
2011-02-25,2010,BUF,60
2011-02-25,2010,CAR,62
2011-02-25,2010,CBJ,60
2011-02-25,2010,CGY,63
2011-02-25,2010,EDM,62
2011-02-25,2010,TBL,61
2011-02-25,2010,WSH,62
2011-02-25,2010,MIN,62
2011-02-25,2010,FLA,61
2011-02-25,2010,OTT,61
2011-02-25,2010,PIT,63
2011-02-25,2010,PHX,63
2011-02-25,2010,SJS,63
2011-02-25,2010,STL,61
2011-02-25,2010,NJD,61
2011-02-25,2010,NYR,63
2011-02-26,2010,BUF,61
2011-02-26,2010,DAL,62
2011-02-26,2010,LAK,62
2011-02-26,2010,MTL,63
2011-02-26,2010,NYI,63
2011-02-26,2010,OTT,62
2011-02-26,2010,TOR,62
2011-02-26,2010,VAN,63
2011-02-26,2010,DET,62
2011-02-26,2010,NSH,62
2011-02-26,2010,COL,62
2011-02-26,2010,CAR,63
2011-02-26,2010,WSH,63
2011-02-26,2010,PHI,62
2011-02-26,2010,PIT,64
2011-02-26,2010,BOS,61
2011-02-27,2010,ANA,63
2011-02-27,2010,ATL,63
2011-02-27,2010,CGY,64
2011-02-27,2010,CHI,62
2011-02-27,2010,EDM,63
2011-02-27,2010,FLA,62
2011-02-27,2010,NSH,63
2011-02-27,2010,NYR,64
2011-02-27,2010,COL,63
2011-02-27,2010,TOR,63
2011-02-27,2010,STL,62
2011-02-27,2010,PHX,64
2011-02-27,2010,BOS,62
2011-02-27,2010,NJD,62
2011-02-27,2010,CBJ,61
2011-02-27,2010,TBL,62
2011-02-28,2010,LAK,63
2011-02-28,2010,MIN,63
2011-02-28,2010,DET,63
2011-02-28,2010,CHI,63
2011-03-01,2010,ATL,64
2011-03-01,2010,CAR,64
2011-03-01,2010,EDM,64
2011-03-01,2010,NYR,65
2011-03-01,2010,OTT,63
2011-03-01,2010,PHX,65
2011-03-01,2010,SJS,64
2011-03-01,2010,STL,63
2011-03-01,2010,VAN,64
2011-03-01,2010,WSH,64
2011-03-01,2010,MTL,64
2011-03-01,2010,FLA,63
2011-03-01,2010,NSH,64
2011-03-01,2010,BUF,62
2011-03-01,2010,BOS,63
2011-03-01,2010,DAL,63
2011-03-01,2010,COL,64
2011-03-01,2010,CGY,65
2011-03-01,2010,CBJ,62
2011-03-01,2010,NYI,64
2011-03-02,2010,ANA,64
2011-03-02,2010,CHI,64
2011-03-02,2010,NJD,63
2011-03-02,2010,NYI,65
2011-03-02,2010,TOR,64
2011-03-02,2010,DET,64
2011-03-02,2010,CGY,66
2011-03-02,2010,TBL,63
2011-03-02,2010,MIN,64
2011-03-02,2010,PIT,65
2011-03-03,2010,ATL,65
2011-03-03,2010,BOS,64
2011-03-03,2010,CAR,65
2011-03-03,2010,EDM,65
2011-03-03,2010,FLA,64
2011-03-03,2010,LAK,64
2011-03-03,2010,NYR,66
2011-03-03,2010,PHI,63
2011-03-03,2010,SJS,65
2011-03-03,2010,VAN,65
2011-03-03,2010,WSH,65
2011-03-03,2010,OTT,64
2011-03-03,2010,TBL,64
2011-03-03,2010,BUF,63
2011-03-03,2010,CBJ,63
2011-03-03,2010,MTL,65
2011-03-03,2010,PHX,66
2011-03-03,2010,MIN,65
2011-03-03,2010,TOR,65
2011-03-03,2010,DET,65
2011-03-03,2010,NSH,65
2011-03-03,2010,STL,64
2011-03-04,2010,ANA,65
2011-03-04,2010,CGY,67
2011-03-04,2010,CHI,65
2011-03-04,2010,NJD,64
2011-03-04,2010,OTT,65
2011-03-04,2010,DAL,64
2011-03-04,2010,CBJ,64
2011-03-04,2010,CAR,66
2011-03-04,2010,PIT,66
2011-03-04,2010,NYR,67
2011-03-05,2010,ATL,66
2011-03-05,2010,BOS,65
2011-03-05,2010,COL,65
2011-03-05,2010,LAK,65
2011-03-05,2010,NYI,66
2011-03-05,2010,PHI,64
2011-03-05,2010,PHX,67
2011-03-05,2010,SJS,66
2011-03-05,2010,TBL,65
2011-03-05,2010,TOR,66
2011-03-05,2010,FLA,65
2011-03-05,2010,PIT,67
2011-03-05,2010,EDM,66
2011-03-05,2010,VAN,66
2011-03-05,2010,STL,65
2011-03-05,2010,BUF,64
2011-03-05,2010,DET,66
2011-03-05,2010,DAL,65
2011-03-05,2010,MTL,66
2011-03-05,2010,CHI,66
2011-03-06,2010,ANA,66
2011-03-06,2010,CGY,68
2011-03-06,2010,FLA,66
2011-03-06,2010,MIN,66
2011-03-06,2010,NYI,67
